customer_id,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group
1857,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,30,PayPal,14,Senior
1858,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,No,Next Day Air,No,33,Cash,30,Middle-aged
1859,Male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,No,2-Day Shipping,No,8,Debit Card,365,Young Adult
1860,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,29,Debit Card,14,Middle-aged
1861,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,4,Credit Card,30,Young Adult
1862,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,19,Debit Card,30,Adult
1863,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,10,PayPal,14,Middle-aged
1864,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,2-Day Shipping,No,39,Debit Card,30,Young Adult
1865,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,21,Venmo,90,Young Adult
1866,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,12,Bank Transfer,30,Middle-aged
1867,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,9,Credit Card,14,Adult
1868,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,2-Day Shipping,No,20,Venmo,90,Middle-aged
1869,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,44,Cash,14,Young Adult
1870,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,2-Day Shipping,No,16,Debit Card,90,Young Adult
1871,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Store Pickup,No,27,Debit Card,14,Middle-aged
1872,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,14,Cash,90,Middle-aged
1873,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Standard,No,24,Credit Card,30,Middle-aged
1874,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,49,Bank Transfer,7,Senior
1875,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,14,Cash,7,Senior
1876,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,6,Credit Card,90,Senior
1877,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Standard,No,20,Venmo,90,Middle-aged
1878,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,3,Credit Card,365,Senior
1879,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Store Pickup,No,5,Credit Card,30,Adult
1880,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,46,Cash,14,Middle-aged
1881,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,No,2-Day Shipping,No,8,Debit Card,30,Adult
1882,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Standard,No,13,Cash,14,Middle-aged
1883,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5.0,No,Store Pickup,No,25,Bank Transfer,90,Middle-aged
1884,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,Store Pickup,No,39,Debit Card,14,Young Adult
1885,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,15,Bank Transfer,14,Adult
1886,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,35,Cash,30,Adult
1887,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,46,Cash,14,Young Adult
1888,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,3,PayPal,30,Senior
1889,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,48,Credit Card,7,Senior
1890,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,27,Bank Transfer,7,Middle-aged
1891,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,5,Credit Card,7,Adult
1892,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,48,Debit Card,90,Senior
1893,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,12,Venmo,7,Adult
1894,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,10,PayPal,14,Adult
1895,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,48,Debit Card,14,Middle-aged
1896,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Express,No,3,Debit Card,30,Adult
1897,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Standard,No,19,Venmo,30,Middle-aged
1898,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Free Shipping,No,11,Debit Card,14,Middle-aged
1899,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,Next Day Air,No,25,Venmo,30,Middle-aged
1900,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,42,PayPal,7,Adult
1901,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,34,Cash,90,Senior
1902,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Store Pickup,No,50,Cash,90,Middle-aged
1903,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5.0,No,Store Pickup,No,21,Venmo,30,Adult
1904,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Standard,No,37,Bank Transfer,7,Middle-aged
1905,Male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,No,Free Shipping,No,46,Cash,30,Young Adult
1906,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,2-Day Shipping,No,14,Bank Transfer,14,Middle-aged
1907,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,2-Day Shipping,No,24,PayPal,14,Young Adult
1908,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Store Pickup,No,36,Credit Card,90,Senior
1909,Male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,No,Next Day Air,No,19,Debit Card,14,Young Adult
1910,Male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,No,Store Pickup,No,12,Credit Card,30,Middle-aged
1911,Male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Express,No,13,Debit Card,90,Adult
1912,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Express,No,32,Debit Card,14,Senior
1913,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,5,Credit Card,14,Adult
1914,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Express,No,29,Cash,365,Middle-aged
1915,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Standard,No,40,Credit Card,14,Adult
1916,Male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,4.7,No,2-Day Shipping,No,44,Cash,7,Middle-aged
1917,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3.0,No,Next Day Air,No,3,Debit Card,14,Adult
1918,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Free Shipping,No,35,PayPal,14,Adult
1919,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,Standard,No,33,Debit Card,30,Adult
1920,Male,Backpack,Accessories,56,Virginia,M,Olive,Summer,3.1,No,Express,No,20,PayPal,14,Adult
1921,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Standard,No,40,Cash,90,Middle-aged
1922,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,13,Venmo,365,Middle-aged
1923,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,Standard,No,9,PayPal,30,Young Adult
1924,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,Standard,No,7,Cash,365,Senior
1925,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Free Shipping,No,42,PayPal,90,Adult
1926,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Express,No,44,Credit Card,14,Middle-aged
1927,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3.0,No,Express,No,6,PayPal,365,Senior
1928,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Standard,No,8,Cash,90,Adult
1929,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,Standard,No,10,PayPal,7,Young Adult
1930,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Standard,No,46,Venmo,90,Middle-aged
1931,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,No,26,Cash,7,Senior
1932,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,Store Pickup,No,6,Debit Card,90,Middle-aged
1933,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5.0,No,Free Shipping,No,47,Credit Card,90,Middle-aged
1934,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Next Day Air,No,28,Venmo,365,Middle-aged
1935,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Free Shipping,No,23,Bank Transfer,365,Adult
1936,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Free Shipping,No,45,Cash,14,Young Adult
1937,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,2-Day Shipping,No,44,PayPal,90,Senior
1938,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,2-Day Shipping,No,11,Bank Transfer,30,Middle-aged
1939,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Standard,No,39,Debit Card,14,Middle-aged
1940,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,No,20,PayPal,90,Senior
1941,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,No,48,PayPal,14,Middle-aged
1942,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,Standard,No,46,Credit Card,90,Middle-aged
1943,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,No,22,PayPal,30,Senior
1944,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Next Day Air,No,45,Cash,365,Adult
1945,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,49,Cash,90,Adult
1946,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,2-Day Shipping,No,9,Credit Card,90,Adult
1947,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Standard,No,41,Credit Card,90,Middle-aged
1948,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Store Pickup,No,2,PayPal,30,Middle-aged
1949,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,39,PayPal,14,Middle-aged
1950,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,No,12,PayPal,90,Senior
1951,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,26,PayPal,90,Middle-aged
1952,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,32,Bank Transfer,14,Adult
1953,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,50,Cash,14,Middle-aged
1954,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,3,PayPal,14,Young Adult
1955,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,3,Venmo,90,Adult
1956,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,No,37,Cash,30,Middle-aged
1957,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,20,Credit Card,14,Senior
1958,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,26,Cash,14,Senior
1959,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,No,47,Cash,90,Adult
1960,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,7,Credit Card,90,Middle-aged
1961,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,40,Credit Card,365,Middle-aged
1962,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,45,Debit Card,90,Middle-aged
1963,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,20,PayPal,14,Adult
1964,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,11,Credit Card,7,Middle-aged
1965,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,No,50,Debit Card,30,Adult
1966,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,25,Debit Card,90,Senior
1967,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,5,Credit Card,14,Senior
1968,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,365,Adult
1969,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,25,Credit Card,7,Senior
1970,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,11,Bank Transfer,14,Senior
1971,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,4,Credit Card,14,Adult
1972,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,1,Venmo,30,Middle-aged
1973,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,48,PayPal,90,Middle-aged
1974,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,9,Venmo,90,Young Adult
1975,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,2,PayPal,14,Adult
1976,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,4,Cash,90,Middle-aged
1977,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,43,PayPal,14,Adult
1978,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,365,Young Adult
1979,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,1,Cash,90,Middle-aged
1980,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,38,Debit Card,14,Middle-aged
1981,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,25,PayPal,14,Middle-aged
1982,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,42,PayPal,90,Senior
1983,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,32,PayPal,30,Middle-aged
1984,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,21,Debit Card,90,Middle-aged
1985,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,26,PayPal,14,Adult
1986,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,6,Credit Card,14,Young Adult
1987,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,14,Venmo,90,Senior
1988,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,4,Cash,90,Senior
1989,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,7,Middle-aged
1990,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,No,39,PayPal,14,Adult
1991,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,15,PayPal,365,Adult
1992,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,1,Venmo,90,Middle-aged
1993,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,28,Venmo,30,Adult
1994,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,No,17,Cash,7,Adult
1995,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,24,Credit Card,7,Adult
1996,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,No,29,Debit Card,90,Senior
1997,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,18,Cash,90,Senior
1998,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,10,Debit Card,14,Middle-aged
1999,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,19,Cash,90,Young Adult
2000,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26,Debit Card,30,Adult
2001,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,25,Cash,14,Adult
2002,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,2,Debit Card,14,Middle-aged
2003,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,19,PayPal,90,Adult
2004,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,32,Cash,90,Senior
2005,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,13,Cash,14,Middle-aged
2006,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,30,PayPal,14,Young Adult
2007,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,2,Credit Card,365,Middle-aged
2008,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,8,PayPal,90,Adult
2009,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,27,PayPal,90,Middle-aged
2010,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,26,Venmo,14,Adult
2011,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,3,Debit Card,14,Young Adult
2012,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,4,Bank Transfer,30,Middle-aged
2013,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,5,Cash,14,Middle-aged
2014,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,90,Adult
2015,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,47,PayPal,14,Middle-aged
2016,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,14,Middle-aged
2017,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,20,Debit Card,14,Middle-aged
2018,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,90,Senior
2019,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,7,Middle-aged
2020,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,23,Cash,14,Adult
2021,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,26,Cash,90,Middle-aged
2022,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,90,Senior
2023,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,16,Cash,14,Middle-aged
2024,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,28,Cash,14,Middle-aged
2025,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,39,PayPal,7,Senior
2026,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,43,Debit Card,14,Middle-aged
2027,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,90,Adult
2028,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,50,Credit Card,90,Middle-aged
2029,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,10,Venmo,14,Adult
2030,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,40,PayPal,90,Young Adult
2031,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,30,Senior
2032,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,2,Credit Card,30,Young Adult
2033,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,13,Cash,365,Middle-aged
2034,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,33,Venmo,365,Middle-aged
2035,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,30,Senior
2036,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,7,Middle-aged
2037,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,7,Adult
2038,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,7,Venmo,14,Adult
2039,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,14,Middle-aged
2040,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,14,Adult
2041,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,90,Senior
2042,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,14,Senior
2043,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,30,Young Adult
2044,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,7,Middle-aged
2045,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,14,Middle-aged
2046,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,90,Adult
2047,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,90,Adult
2048,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,365,Middle-aged
2049,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,90,Middle-aged
2050,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,365,Senior
2051,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,365,Adult
2052,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,30,Senior
2053,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,365,Middle-aged
2054,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,14,Young Adult
2055,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,365,Senior
2056,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,7,Adult
2057,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,30,Middle-aged
2058,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,90,Senior
2059,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,90,Adult
2060,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,7,Middle-aged
2061,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,90,Young Adult
2062,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,365,Adult
2063,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,15,Cash,90,Middle-aged
2064,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,30,Senior
2065,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,5,Bank Transfer,30,Adult
2066,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,14,Adult
2067,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,14,Senior
2068,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,14,Middle-aged
2069,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,44,Venmo,30,Senior
2070,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,90,Adult
2071,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,14,Cash,30,Middle-aged
2072,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,37,PayPal,90,Senior
2073,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,7,Adult
2074,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,2,PayPal,90,Adult
2075,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,44,Debit Card,14,Adult
2076,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,30,Middle-aged
2077,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,22,Debit Card,14,Middle-aged
2078,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,365,Senior
